id,song_name,artist,song_popularity,decade,genre,points,created_at,updated_at
1362,Eu Sei,Legião Urbana,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1363,Israel,Os Incríveis,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1364,Judy,Elvis Presley,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1365,It Don't Matter To Me,Bread,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1366,To Love Somebody,Bee Gees,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1367,Live,The Merry-Go-Round,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1368,Mediterraneo,Joan Manuel Serrat,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1369,Sad Hearts,Four Tops,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1370,All These Blues,The Paul Butterfield Blues Band,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1371,Moça De Hoje,Ary Lobo,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1372,Steal My Girl,One Direction,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1373,There Is a Mountain / Israel,Peter Thomas,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1374,Summer Wind,Frank Sinatra,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1375,Madre,Silvio Rodriguez and Pablo Milanes,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1376,"Townscape (From Ys """"Town"""") [Ys Animation Special Soundtrack]",Falcom Sound Team jdk,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1377,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,1,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1378,"Non, Non, Non,...",Traditional,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1379,Dance By The Light Of The Moon,The Olympics,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1380,Motherly Love,Frank Zappa,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1381,Half-Breed,Cher,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1382,Every Day I Have The Blues,Billy Stewart,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1383,Sunny Days - Remastered,kalapana,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1384,Kilimanjaro,Johnny Clegg & Juluka,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1385,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1386,Breakout,Miley Cyrus,1,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1387,Última Forma - Ao Vivo,MPB4,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1388,It's Impossible,The New Birth,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1389,Rollin' And Tumblin',Big Joe Williams,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1390,If You Want This Love,Sonny Knight,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1391,Georgie Porgie,Jewel Akens,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1392,La La Peace Song,Al Wilson,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1393,Like Columbus Did,The Reflections,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1394,Chantal,Laurence Vanay,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1395,Coluna Do Meio,Zeca Do Trombone,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1396,Only In My Dreams,Debbie Gibson,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1397,Jim Along Josie,Mike Seeger,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1398,Loog,The Clean,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1399,Victory,Nobuo Uematsu,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1400,Le Streghe (Shake),Piero Piccioni,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1401,País Tropical,Gal Costa,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1402,Don't Let It End ('til You Let It Begin),The Miracles,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1403,You Make Me Feel Like Dancing,Leo Sayer,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1404,You Got To Go Down,Rev. Gary Davis,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1405,Black Rock,The Infamous Stringdusters,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1406,500 Miles,"Peter, Paul and Mary",0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1407,"No, No, No",The Chanters,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1408,Quisiera Olividarte - Live In Puerto Rico / 1963,Tito Puente,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1409,Rockin' Chair,Gwen McCrae,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1410,Whatever It Is,Zac Brown Band,1,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1411,Llorarás,Los Terricolas,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1412,Tu Dama de Hierro,Marisela,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1413,Canción de Soldados,Chicho Sánchez Ferlosio,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1414,Cry Like A Baby,The Box Tops,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1415,Walk Right In,The Rooftop Singers,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1416,Let's Play House,Tha Dogg Pound Featuring Michel'le,1,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1417,(It's The Way) Nature Planned It,Four Tops,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1418,Joy and Pain,Rob Base & DJ EZ Rock,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1419,Entonces Que Somos,Banda El Recodo,0,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1420,Hey There Lonely Boy,Ruby And The Romantics,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1421,We're A Winner,The Impressions,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1422,Beautiful Love,The Afters,1,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1423,Killa,Cherish Featuring Yung Joc,1,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1424,Punk Rock Ist Nicht Tot,Thee Headcoats,0,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1425,Viola Enluarada,Marcos Valle,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1426,Get Hip To Yourself,Sunnyland Slim,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1427,Straighten Up Your Heart,Barbara Lewis,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1428,River,Enya,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1429,Time To Kill,The Band,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1430,Take Me In Your Arms,Lil Suzy,1,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1431,Te Quiero Niña (Tangos),Chiquetete,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1432,East Tennesse Blues,Bill Monroe,0,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1433,L'eclisse 13,Giovanni Fusco,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1434,Here Comes The Boy,Tracey Dey,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1435,Out Of Work,Gary U.S. Bonds,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1436,You Talk About Love,Barbara George,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1437,Bet No One Ever Hurt This Bad,Randy Newman,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1438,Nancy (With The Laughing Face),John Coltrane Quartet,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1439,Dedication,Schawkie Roth,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1440,Den gamla kyrkklockan,Jan Johansson,0,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1441,Exactly Like You,Benny Goodman Trio,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1442,A Hundred Pounds Of Clay,Gene McDaniels,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1443,Meditations For Moses,Charles Mingus,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1444,I'm Gonna Do What They Do To Me,B.B. King,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1445,Think I'm In Love,Eddie Money,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1446,MacArthur Park,Donna Summer,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1447,How Many Tears,Bobby Vee,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1448,I Want Candy,Bow Wow Wow,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1449,Rockin' Around The Christmas Tree,Brenda Lee,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1450,Whiskey Glasses,Morgan Wallen,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1451,No Rest For Weary,Jerry Goldsmith,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1452,Amarraditos,Maria Dolores Pradera,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1453,El Año Del Dragón,Caifanes,0,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1454,Lust,Lil Skies,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1455,Nuit blanche,Inigo Montoya,0,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1456,A Lover's Prayer,Don Ho,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1457,If I Were a Carpenter,Harry Belafonte,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1458,Whirly-Bird,Silver Apples,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1459,Loungin,LL Cool J,1,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1460,Autobots,Steve Jablonsky,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1461,One Way Love,Bandit,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1462,Lenda Nagô,Agepê,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1463,Part Of The Problem,R. Stevie Moore,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1464,I'd Rather Be Here In Your Arms,The Duprees,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1465,My Baby You,Marc Anthony,1,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1466,Cold Hard World,Daniel Johnston,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1467,At The Zoo,Simon & Garfunkel,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1468,L'Étoile de L'au Delà,Laurence Vanay,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1469,The Angels Are Voyeurs,Momus,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1470,No Mediocre,T.I. Featuring Iggy Azalea,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1471,Seagreen Serenades,Silver Apples,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1472,Here I Go Again,Smokey Robinson & The Miracles,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1473,Ich bin nur ein armer Wandergesell,Vienna State Opera Orchestra,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1474,Washed Ashore (On A Lonely Island In The Sea),The Platters,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1475,So Good Together,Andy Kim,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1476,"Young Thing, Wild Dreams (Rock Me)",Red Rider,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1477,The Way You Do The Things You Do,The Temptations,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1478,Can I Get A Witness,Marvin Gaye,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1479,Werewolves Of London,Warren Zevon,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1480,Video Killed the Radio Star - Radio Edit,Andrew Spencer,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1481,Nice To Meet Ya,Niall Horan,1,10s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1482,Big Sound (Die Show der Blaumeisen),Amon Düül,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1483,Come Go With Me,The Del-Vikings,0,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1484,When We Get Married,The Dreamlovers,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1485,Piece Of My Heart,Sammy Hagar,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1486,Candy,Mandy Moore,1,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1487,When We Get Married,Joe Bataan,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1488,Scene 4 - In the Dark,The Residents,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1489,The Apartment,Duncan Lamont,0,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1490,Double Lovin',The Osmonds,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1491,I Could Write A Book,Jerry Butler,1,70s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1492,Bonnie Ship the Diamond,Fiddler's Green,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1493,Quan Jo Vaig Nàixer,Raimon,0,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1494,Borderline,Madonna,1,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1495,Ticket To Ride,The Beatles,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1496,Workin' On A Groovy Thing,Patti Drew,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1497,You Make Me Wanna...,Usher,1,90s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1498,Something's Got A Hold On Me,Etta James,1,60s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1499,Love on Ice,Momus,0,80s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1500,Rubber Biscuit,The Chips,0,00s,pop,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1501,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1502,How High The Moon,Gloria Gaynor,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1503,Still Life - 2005 Digital Remaster,Van Der Graaf Generator,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1504,Folk Hero Schtick - Live,Yeasayer,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1505,Improvisation,Marion Brown,0,60s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1506,Gog Ska,Maroon Town,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1507,Thuggish Ruggish Bone,Bone Thugs-N-Harmony,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1508,Lazy Evening Blues,Alan Parker,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1509,Can't Believe It,T-Pain Featuring Lil Wayne,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1510,Look Into Your Heart,Aretha Franklin,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1511,Cry Me A River,Justin Timberlake,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1512,Sweet Sixteen,Billy Idol,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1513,Crushed,The Brian Jonestown Massacre,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1514,Money,The Flying Lizards,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1515,Faroeste Caboclo,Legião Urbana,0,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1516,Two Hearts,Stephanie Mills Featuring Teddy Pendergrass,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1517,Medicine Buddha Mantra,Lama Gyurme,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1518,Bola Suriana De La Muerte De Emiliano Zapata,Amparo Ochoa,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1519,Boston Blues - Remastered,kalapana,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1520,Stay Swing,Swingrowers,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1521,Daddy Won't Sell The Farm,Montgomery Gentry,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1522,God.,Kendrick Lamar,1,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1523,Wandering Stranger - Remastered,kalapana,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1524,I Just Want To Make Love To You,Foghat,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1525,Poursuite en char à voile,Vladimir Cosma,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1526,Smells Like Teen Spirit,The Bad Plus,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1527,Liar,Profyle,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1528,Bad Of The Heart,George LaMond,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1529,sobeautiful,Musiq Soulchild,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1530,Chebika - Claudio Mate Metal Remix,Stefano Patarnello,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1531,A Song For Mama,Boyz II Men,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1532,Step On,Happy Mondays,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1533,Whoa Now,B Rich,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1534,Eli's Coming,Three Dog Night,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1535,Promises,NERO,1,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1536,Superwoman (Where Were You When I Needed You) - Remastered,Noel Pointer,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1537,Just As I Am,Air Supply,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1538,Pete Standing Alone,Boards of Canada,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1539,Funk-O-Holic,C. Da Afro,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1540,Real Love,The Doobie Brothers,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1541,Percolator - Remastered Original Mix,Cajmere,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1542,全力少年,Sukima Switch,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1543,Monster Jam,Spoonie Gee Meets The Sequence,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1544,"Take Me Girl, I'm Ready",Jr. Walker & The All Stars,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1545,Aquarela,Toquinho,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1546,Name of the Game,Brian Bennett,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1547,I Like You,Phyllis Nelson,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1548,Make Some Noise,Hannah Montana,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1549,Winin' Boy Blues,Leon Redbone,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1550,Jackie Brown,John Mellencamp,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1551,The Ritual / Ancient Battle / 2nd Kroykah,Alexander Courage,0,60s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1552,Girl On TV,LFO,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1553,Just A Gigolo/I Ain't Got Nobody,David Lee Roth,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1554,Blue items,Mikkel Metal,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1555,Gwine a School,Jah Thomas,0,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1556,I Can't Get Over You,Brooks & Dunn,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1557,Underneath The Radar,Underworld,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1558,Pressure,Billy Joel,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1559,I'm Not A Fool,Immature,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1560,Otis In The Dark,Otis Spann,0,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1561,I Found Someone,Laura Branigan,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1562,I Rock the Gangsta Shit,Mr. Knightowl,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1563,I Need Help (I Can't Do It Alone) Pt. 1,Bobby Byrd,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1564,Slow Jams,Quincy Jones Feat. Babyface & Tamia With Portrai,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1565,Helena,Joan Manuel Serrat,0,60s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1566,Overstepping,Belmont,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1567,Raga Megha,The Joe Harriott-John Mayer Double Quintet,0,60s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1568,Diamile,Verckys & L'Orchestre Vévé,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1569,Na Na Hey Hey Kiss Him Goodbye,Steam,1,60s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1570,It Can Happen,Yes,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1571,People,Kat Frankie,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1572,Neeyum Naanum Ondru,P. Susheela,0,60s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1573,Days Are Numbers (The Traveller),The Alan Parsons Project,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1574,The Valley Road,Bruce Hornsby & The Range,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1575,Lucky Star,Madonna,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1576,Intelligent Hardcore,The Darkraver,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1577,Tell Me It's Real,K-Ci & JoJo,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1578,NECHAMA (THE JON'S SONG),Ghusa,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1579,Mind Blowin',Smooth,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1580,Disconnect Myself,//Tense//,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1581,I Was Checkin' Out She Was Checkin' In,Don Covay,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1582,Apparently,J. Cole,1,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1583,The Gold - Nick Waterhouse Remix,Manchester Orchestra,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1584,Anchor,Novo Amor,0,10s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1585,Riders On The Storm,The Doors,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1586,Canta Conmigo Rock And Roll,Lone Star,0,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1587,Dare You To Move,Switchfoot,1,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1588,Calypso,Magog,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1589,Heart Of The Night,Juice Newton,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1590,Love Rollercoaster,Ohio Players,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1591,Concertino da camera for Alto Saxophone and 11 Instruments: 1. Allegro con moto,Jacques Ibert,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1592,The 13th,The Cure,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1593,Vengeance,Carly Simon,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1594,Is This Love,Pat Travers Band,1,80s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1595,"Baby, I Love Your Way",Peter Frampton,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1596,Ain't No Sunshine,Bill Withers,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1597,Hey Lover,LL Cool J,1,90s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1598,Classical Instrumental: Himadrisuthe - Violin; Raga: Kalyani,Kunnakudi Vaidyanathan,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1599,Siddhartha,Art Farmer,0,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1600,One Tear,Eddie Kendricks,1,70s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
1601,Sweetsmoke,Mr. Scruff,0,00s,r&b,0,2023-02-04 15:51:34,2023-02-04 15:51:34
